Year,Date,Subregion,Habitat,SiteID,SiteName,StationID,SPP_Code,sciName,Height(cm)
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,12
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,27
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,45
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,34
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,42
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,16
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,7
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,17
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,20
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,2
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,4
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,8
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,9
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,9
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,8
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,22
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,30
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,9
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,7
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,10
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,5
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,8
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,20
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,5
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,31
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,25
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,11
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,26
2014,6/11/2014,DT,OD,82,Bird Key Reef,824,PBIP,Pseudopterogorgia bipinnata,38
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,11
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,13
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,10
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,4
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,25
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,6
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,60
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,13
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,5
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,7
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,6
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,12
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,37
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,21
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,74
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,24
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,6
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,16
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,60
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,18
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,61
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,31
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,33
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,21
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,17
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,13
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,31
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,GVEN,Gorgonia ventalina,25
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,21
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,30
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,10
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,11
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,10
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,5
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,8
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,3
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,38
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,8
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,52
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,14
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,75
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,6
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,22
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,26
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,22
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,13
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,14
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,12
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,11
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,11
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,11
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,25
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,GVEN,Gorgonia ventalina,6
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,25
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,18
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,95
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,90
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,28
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,25
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,28
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PAME,Pseudopterogorgia americana,77
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,4
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,4
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,20
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,20
2014,6/13/2014,DT,OD,83,Black Coral Rock,831,PBIP,Pseudopterogorgia bipinnata,49
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,19
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,1
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,13
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,23
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,8
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,11
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,39
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,16
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,34
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,21
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PAME,Pseudopterogorgia americana,22
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,4
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,5
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PAME,Pseudopterogorgia americana,39
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,GVEN,Gorgonia ventalina,16
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,11
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,5
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PAME,Pseudopterogorgia americana,46
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,GVEN,Gorgonia ventalina,8
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PAME,Pseudopterogorgia americana,41
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PAME,Pseudopterogorgia americana,53
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,21
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,6
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PAME,Pseudopterogorgia americana,16
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,9
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,3
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,4
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,5
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,14
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,4
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,5
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,16
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,24
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,85
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,70
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,13
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,9
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,6
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,4
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PBIP,Pseudopterogorgia bipinnata,26
2014,6/13/2014,DT,OD,83,Black Coral Rock,832,PAME,Pseudopterogorgia americana,77
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,10
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,8
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,9
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,18
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,9
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,30
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,29
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,60
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,8
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PAME,Pseudopterogorgia americana,34
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,21
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,16
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,9
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PAME,Pseudopterogorgia americana,8
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,4
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,30
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,40
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,35
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,10
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,20
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,49
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,18
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,18
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,14
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,7
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,50
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,12
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,4
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,7
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,8
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,10
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,5
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,35
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,18
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,17
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,11
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,20
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PAME,Pseudopterogorgia americana,62
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,GVEN,Gorgonia ventalina,25
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,11
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,28
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,30
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,35
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,8
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,7
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PAME,Pseudopterogorgia americana,75
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PAME,Pseudopterogorgia americana,10
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,11
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,5
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,11
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,7
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,26
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,9
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,18
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,25
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,30
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,22
2014,6/13/2014,DT,OD,83,Black Coral Rock,833,PBIP,Pseudopterogorgia bipinnata,40
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,65
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,41
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,43
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,43
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,25
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PAME,Pseudopterogorgia americana,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PAME,Pseudopterogorgia americana,70
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PAME,Pseudopterogorgia americana,83
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PAME,Pseudopterogorgia americana,76
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PAME,Pseudopterogorgia americana,50
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,42
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,13
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,47
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,37
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,6
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,85
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,6
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,6
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,21
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,17
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PAME,Pseudopterogorgia americana,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,16
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,20
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,24
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,8
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,9
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,10
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,12
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,3
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,40
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,15
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,10
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,12
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,8
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,6
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PAME,Pseudopterogorgia americana,75
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PAME,Pseudopterogorgia americana,65
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,50
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,10
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,10
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,12
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,30
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,35
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PAME,Pseudopterogorgia americana,45
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,9
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,26
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PAME,Pseudopterogorgia americana,4
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,22
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,7
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,5
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,22
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,47
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,37
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,31
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,43
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,33
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,5
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,7
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,40
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,72
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PBIP,Pseudopterogorgia bipinnata,10
2014,6/13/2014,DT,OD,83,Black Coral Rock,834,PAME,Pseudopterogorgia americana,45
