SampleYear,ImageDate,Subregion,Habitat,SiteCode,SiteID,SiteName,StationID,Surveyed_all_years?,points,BOCT,EOCT,GVEN,OCTO
2004,7/23/2004,LK,P,5P1,36,West Washer Women,363,Y,758,,,,0.157
2004,7/27/2004,LK,P,5P2,37,Western Head,372,Y,638,,,,0.0047
2004,7/27/2004,LK,P,5P2,37,Western Head,373,Y,652,,,,0.0015
2004,7/27/2004,LK,P,5P2,37,Western Head,374,Y,655,,,,0
2004,7/29/2004,LK,P,5P3,38,Cliff Green,383,Y,685,,,,0.2642
2004,7/29/2004,LK,P,5P3,38,Cliff Green,384,Y,651,,,,0.235
2004,7/24/2004,LK,BCP,2P1,39,Smith Shoal,392,Y,650,,,,0
2004,7/24/2004,LK,BCP,2P1,39,Smith Shoal,393,Y,571,,,,0
2004,7/24/2004,LK,BCP,2P1,39,Smith Shoal,394,Y,571,,,,0
2004,7/30/2004,LK,P,5P4,40,Jaap Reef,401,Y,739,,,,0
2004,7/30/2004,LK,P,5P4,40,Jaap Reef,402,Y,741,,,,0.0013
2004,7/30/2004,LK,P,5P4,40,Jaap Reef,404,Y,674,,,,0.0089
2004,6/13/2004,UK,OS,9S1,50,Carysfort Shallow,501,Y,613,,,,0.062
2004,6/13/2004,UK,OS,9S1,50,Carysfort Shallow,502,Y,579,,,,0.0138
2004,6/13/2004,UK,OS,9S1,50,Carysfort Shallow,503,Y,648,,,,0.1698
2004,6/15/2004,UK,OS,9S2,51,Grecian Rocks,511,Y,627,,,,0.059
2004,6/15/2004,UK,OS,9S2,51,Grecian Rocks,512,Y,697,,,,0.0258
2004,6/15/2004,UK,OS,9S2,51,Grecian Rocks,513,Y,660,,,,0.1833
2004,6/17/2004,UK,OS,9S2,51,Grecian Rocks,514,Y,674,,,,0.3887
2004,6/11/2004,UK,OS,9S3,52,Molasses Shallow,521,Y,693,,,,0.1602
2004,6/11/2004,UK,OS,9S3,52,Molasses Shallow,522,Y,637,,,,0.1852
2004,6/11/2004,UK,OS,9S3,52,Molasses Shallow,523,Y,607,,,,0.1252
2004,6/14/2004,UK,OS,9S4,53,Conch Shallow,531,Y,670,,,,0.1134
2004,6/14/2004,UK,OS,9S4,53,Conch Shallow,533,Y,686,,,,0.1385
2004,6/14/2004,UK,OS,9S4,53,Conch Shallow,534,Y,649,,,,0.0663
2004,6/4/2004,MK,OS,7S1,54,Alligator Shallow,541,Y,654,,,,0.1468
2004,6/4/2004,MK,OS,7S1,54,Alligator Shallow,542,Y,647,,,,0.2272
2004,6/4/2004,MK,OS,7S1,54,Alligator Shallow,543,Y,614,,,,0.101
2004,6/7/2004,MK,OS,7S2,55,Tennessee Shallow,552,Y,690,,,,0.1957
2004,6/7/2004,MK,OS,7S2,55,Tennessee Shallow,553,Y,676,,,,0.1124
2004,6/7/2004,MK,OS,7S2,55,Tennessee Shallow,554,Y,701,,,,0.1997
2004,6/2/2004,MK,OS,5S1,56,Sombrero Shallow,561,Y,689,,,,0.1887
2004,6/2/2004,MK,OS,5S1,56,Sombrero Shallow,562,Y,575,,,,0.1009
2004,6/2/2004,MK,OS,5S1,56,Sombrero Shallow,563,Y,575,,,,0.2452
2004,6/2/2004,MK,OS,5S1,56,Sombrero Shallow,564,Y,460,,,,0.0609
2004,6/3/2004,LK,OS,5S2,57,Looe Key Shallow,572,Y,639,,,,0.1659
2004,6/3/2004,LK,OS,5S2,57,Looe Key Shallow,573,Y,638,,,,0.1881
2004,6/3/2004,LK,OS,5S2,57,Looe Key Shallow,574,Y,560,,,,0.1125
2004,7/23/2004,LK,OS,5S3,58,Eastern Sambo Shallow,582,Y,694,,,,0.0086
2004,7/23/2004,LK,OS,5S3,58,Eastern Sambo Shallow,583,Y,751,,,,0.0107
2004,7/23/2004,LK,OS,5S3,58,Eastern Sambo Shallow,584,Y,696,,,,0.0374
2004,7/26/2004,LK,OS,5S4,59,Western Sambo Shallow,591,Y,709,,,,0.1128
2004,7/26/2004,LK,OS,5S4,59,Western Sambo Shallow,592,Y,717,,,,0.0377
2004,7/26/2004,LK,OS,5S4,59,Western Sambo Shallow,594,Y,757,,,,0.0291
2004,7/21/2004,LK,OS,5S5,60,Rock Key Shallow,601,Y,737,,,,0.0461
2004,7/21/2004,LK,OS,5S5,60,Rock Key Shallow,602,Y,671,,,,0.0477
2004,7/21/2004,LK,OS,5S5,60,Rock Key Shallow,603,Y,659,,,,0.1199
2004,7/21/2004,LK,OS,5S5,60,Rock Key Shallow,604,Y,676,,,,0.0355
2004,7/22/2004,LK,OS,2S1,61,Sand Key Shallow,612,Y,644,,,,0.0202
2004,7/22/2004,LK,OS,2S1,61,Sand Key Shallow,613,Y,618,,,,0.0194
2004,7/22/2004,LK,OS,2S1,61,Sand Key Shallow,614,Y,626,,,,0.0319
2004,6/13/2004,UK,OD,9D1,70,Carysfort Deep,701,Y,641,,,,0.0936
2004,6/13/2004,UK,OD,9D1,70,Carysfort Deep,702,Y,603,,,,0.1161
2004,7/11/2004,UK,OD,9D3,72,Molasses Deep,721,Y,668,,,,0.235
2004,7/11/2004,UK,OD,9D3,72,Molasses Deep,722,Y,688,,,,0.1483
2004,6/10/2004,UK,OD,9D4,73,Conch Deep,733,Y,740,,,,0.177
2004,6/10/2004,UK,OD,9D4,73,Conch Deep,734,Y,644,,,,0.1289
2004,6/4/2004,MK,OD,7D1,74,Alligator Deep,743,Y,778,,,,0.2057
2004,6/4/2004,MK,OD,7D1,74,Alligator Deep,744,Y,668,,,,0.0928
2004,6/7/2004,MK,OD,7D2,75,Tennessee Deep,752,Y,607,,,,0.0923
2004,6/7/2004,MK,OD,7D2,75,Tennessee Deep,753,Y,603,,,,0.0531
2004,6/11/2004,MK,OD,5D1,76,Sombrero Deep,763,Y,644,,,,0.0559
2004,6/11/2004,MK,OD,5D1,76,Sombrero Deep,764,Y,513,,,,0.1189
2004,6/3/2004,LK,OD,5D2,77,Looe Key Deep,771,Y,686,,,,0.1079
2004,6/3/2004,LK,OD,5D2,77,Looe Key Deep,772,Y,626,,,,0.2125
2004,6/3/2004,LK,OD,5D2,77,Looe Key Deep,773,Y,634,,,,0.1246
2004,7/23/2004,LK,OD,5D3,78,Eastern Sambo Deep,782,Y,708,,,,0.089
2004,7/23/2004,LK,OD,5D3,78,Eastern Sambo Deep,783,Y,685,,,,0.1723
2004,7/23/2004,LK,OD,5D3,78,Eastern Sambo Deep,784,Y,708,,,,0.0975
2004,7/26/2004,LK,OD,5D4,79,Western Sambo Deep,791,Y,699,,,,0.0944
2004,7/26/2004,LK,OD,5D4,79,Western Sambo Deep,792,Y,630,,,,0.0683
2004,7/26/2004,LK,OD,5D4,79,Western Sambo Deep,794,Y,717,,,,0.0907
2004,7/21/2004,LK,OD,5D5,80,Rock Key Deep,803,Y,767,,,,0.1134
2004,7/21/2004,LK,OD,5D5,80,Rock Key Deep,804,Y,667,,,,0.1334
2004,7/22/2004,LK,OD,2D1,81,Sand Key Deep,811,Y,699,,,,0.1073
2004,7/22/2004,LK,OD,2D1,81,Sand Key Deep,812,Y,705,,,,0.0709
2004,7/22/2004,LK,OD,2D1,81,Sand Key Deep,814,Y,679,,,,0.1105
2005,6/22/2005,UK,HB,9H2,11,El Radabob,112,N,724,,,,0.0041
2005,6/22/2005,UK,HB,9H2,11,El Radabob,114,N,757,,,,0.004
2005,6/18/2005,MK,HB,7H2,14,Long Key,141,N,751,,,,0.1292
2005,6/18/2005,MK,HB,7H2,14,Long Key,142,N,751,,,,0.1185
2005,6/18/2005,MK,HB,7H2,14,Long Key,143,N,752,,,,0.0957
2005,6/18/2005,MK,HB,7H2,14,Long Key,144,N,725,,,,0.1021
2005,5/19/2005,MK,HB,5H1,15,Moser Channel,152,N,801,,,,0.181
2005,5/19/2005,MK,HB,5H1,15,Moser Channel,154,N,827,,,,0.1415
2005,5/21/2005,LK,BCP,3H1,18,Content Keys,181,Y,706,,,,0
2005,5/21/2005,LK,BCP,3H1,18,Content Keys,183,Y,757,,,,0
2005,5/21/2005,LK,BCP,3H1,18,Content Keys,184,Y,686,,,,0
2005,6/17/2005,UK,P,9P1,30,Turtle,301,Y,669,,,,0.3483
2005,6/17/2005,UK,P,9P1,30,Turtle,302,Y,651,,,,0.3794
2005,6/20/2005,UK,P,9P3,32,Porter Patch,321,Y,740,,,,0.1081
2005,6/20/2005,UK,P,9P3,32,Porter Patch,322,Y,722,,,,0.1856
2005,6/20/2005,UK,P,9P3,32,Porter Patch,323,Y,697,,,,0.1679
2005,6/18/2005,UK,P,9P4,33,Admiral,331,Y,658,,,,0.1976
2005,6/18/2005,UK,P,9P4,33,Admiral,332,Y,476,,,,0.1933
2005,6/18/2005,UK,P,9P4,33,Admiral,333,Y,735,,,,0.3184
2005,6/18/2005,UK,P,9P4,33,Admiral,334,Y,657,,,,0.4825
2005,5/24/2005,MK,P,7P1,34,West Turtle Shoal,341,Y,666,,,,0.2958
2005,5/24/2005,MK,P,7P1,34,West Turtle Shoal,342,Y,721,,,,0.3495
2005,5/24/2005,MK,P,7P1,34,West Turtle Shoal,343,Y,661,,,,0.3404
2005,5/24/2005,MK,P,7P1,34,West Turtle Shoal,344,Y,637,,,,0.3422
2005,5/19/2005,MK,P,7P2,35,Dustan Rocks,352,Y,750,,,,0.3133
2005,5/19/2005,MK,P,7P2,35,Dustan Rocks,353,Y,730,,,,0.3356
2005,5/19/2005,MK,P,7P2,35,Dustan Rocks,354,Y,744,,,,0.3683
2005,7/24/2005,LK,P,5P1,36,West Washer Women,361,Y,698,,,,0.2364
2005,7/24/2005,LK,P,5P1,36,West Washer Women,363,Y,696,,,,0.1853
2005,7/20/2005,LK,P,5P2,37,Western Head,372,Y,647,,,,0.0155
2005,7/20/2005,LK,P,5P2,37,Western Head,373,Y,618,,,,0.0243
2005,7/20/2005,LK,P,5P2,37,Western Head,374,Y,667,,,,0.0195
2005,7/21/2005,LK,P,5P3,38,Cliff Green,383,Y,679,,,,0.3063
2005,7/21/2005,LK,P,5P3,38,Cliff Green,384,Y,675,,,,0.2933
2005,7/25/2005,LK,BCP,2P1,39,Smith Shoal,392,Y,684,,,,0
2005,7/25/2005,LK,BCP,2P1,39,Smith Shoal,393,Y,617,,,,0.0016
2005,7/25/2005,LK,BCP,2P1,39,Smith Shoal,394,Y,561,,,,0
2005,7/22/2005,LK,P,5P4,40,Jaap Reef,401,Y,712,,,,0
2005,7/22/2005,LK,P,5P4,40,Jaap Reef,402,Y,705,,,,0
2005,7/22/2005,LK,P,5P4,40,Jaap Reef,404,Y,669,,,,0.0374
2005,6/17/2005,UK,OS,9S1,50,Carysfort Shallow,501,Y,655,,,,0.0015
2005,6/17/2005,UK,OS,9S1,50,Carysfort Shallow,502,Y,654,,,,0.0245
2005,6/17/2005,UK,OS,9S1,50,Carysfort Shallow,503,Y,692,,,,0.2384
2005,6/16/2005,UK,OS,9S2,51,Grecian Rocks,511,Y,635,,,,0.0598
2005,6/16/2005,UK,OS,9S2,51,Grecian Rocks,512,Y,701,,,,0.0742
2005,6/16/2005,UK,OS,9S2,51,Grecian Rocks,513,Y,692,,,,0.1864
2005,6/16/2005,UK,OS,9S2,51,Grecian Rocks,514,Y,695,,,,0.341
2005,6/21/2005,UK,OS,9S3,52,Molasses Shallow,521,Y,754,,,,0.3236
2005,6/21/2005,UK,OS,9S3,52,Molasses Shallow,522,Y,710,,,,0.2521
2005,6/21/2005,UK,OS,9S3,52,Molasses Shallow,523,Y,687,,,,0.1368
2005,6/15/2005,UK,OS,9S4,53,Conch Shallow,531,Y,692,,,,0.1575
2005,6/15/2005,UK,OS,9S4,53,Conch Shallow,533,Y,673,,,,0.1441
2005,6/15/2005,UK,OS,9S4,53,Conch Shallow,534,Y,617,,,,0.1151
2005,6/14/2005,MK,OS,7S1,54,Alligator Shallow,541,Y,681,,,,0.1439
2005,6/14/2005,MK,OS,7S1,54,Alligator Shallow,542,Y,671,,,,0.234
2005,6/14/2005,MK,OS,7S1,54,Alligator Shallow,543,Y,739,,,,0.1488
2005,5/20/2005,MK,OS,7S2,55,Tennessee Shallow,552,Y,755,,,,0.1987
2005,5/20/2005,MK,OS,7S2,55,Tennessee Shallow,553,Y,668,,,,0.1886
2005,5/20/2005,MK,OS,7S2,55,Tennessee Shallow,554,Y,715,,,,0.1748
2005,5/17/2005,MK,OS,5S1,56,Sombrero Shallow,561,Y,629,,,,0.1033
2005,5/17/2005,MK,OS,5S1,56,Sombrero Shallow,562,Y,635,,,,0.0976
2005,5/17/2005,MK,OS,5S1,56,Sombrero Shallow,563,Y,619,,,,0.2359
2005,5/17/2005,MK,OS,5S1,56,Sombrero Shallow,564,Y,603,,,,0.0448
2005,5/25/2005,LK,OS,5S2,57,Looe Key Shallow,572,Y,712,,,,0.132
2005,5/25/2005,LK,OS,5S2,57,Looe Key Shallow,573,Y,683,,,,0.205
2005,5/25/2005,LK,OS,5S2,57,Looe Key Shallow,574,Y,596,,,,0.094
2005,7/24/2005,LK,OS,5S3,58,Eastern Sambo Shallow,582,Y,678,,,,0
2005,7/24/2005,LK,OS,5S3,58,Eastern Sambo Shallow,583,Y,715,,,,0.0084
2005,7/24/2005,LK,OS,5S3,58,Eastern Sambo Shallow,584,Y,704,,,,0.0256
2005,7/19/2005,LK,OS,5S4,59,Western Sambo Shallow,591,Y,711,,,,0.0577
2005,7/19/2005,LK,OS,5S4,59,Western Sambo Shallow,592,Y,669,,,,0.0254
2005,7/19/2005,LK,OS,5S4,59,Western Sambo Shallow,594,Y,594,,,,0.0387
2005,7/25/2005,LK,OS,5S5,60,Rock Key Shallow,601,Y,734,,,,0.045
2005,7/25/2005,LK,OS,5S5,60,Rock Key Shallow,602,Y,699,,,,0.0658
2005,7/25/2005,LK,OS,5S5,60,Rock Key Shallow,603,Y,641,,,,0.0452
2005,7/25/2005,LK,OS,5S5,60,Rock Key Shallow,604,Y,708,,,,0.0381
2005,7/20/2005,LK,OS,2S1,61,Sand Key Shallow,612,Y,618,,,,0.0065
2005,7/20/2005,LK,OS,2S1,61,Sand Key Shallow,613,Y,659,,,,0.0349
2005,7/20/2005,LK,OS,2S1,61,Sand Key Shallow,614,Y,581,,,,0.0275
2005,6/17/2005,UK,OD,9D1,70,Carysfort Deep,701,Y,618,,,,0.0793
2005,6/17/2005,UK,OD,9D1,70,Carysfort Deep,702,Y,580,,,,0.0879
2005,6/21/2005,UK,OD,9D3,72,Molasses Deep,721,Y,688,,,,0.1846
2005,6/21/2005,UK,OD,9D3,72,Molasses Deep,722,Y,727,,,,0.205
2005,6/15/2005,UK,OD,9D4,73,Conch Deep,733,Y,750,,,,0.088
2005,6/15/2005,UK,OD,9D4,73,Conch Deep,734,Y,665,,,,0.1368
2005,6/13/2005,MK,OD,7D1,74,Alligator Deep,743,Y,773,,,,0.1798
2005,6/13/2005,MK,OD,7D1,74,Alligator Deep,744,Y,716,,,,0.1411
2005,5/18/2005,MK,OD,7D2,75,Tennessee Deep,752,Y,689,,,,0.045
2005,5/18/2005,MK,OD,7D2,75,Tennessee Deep,753,Y,670,,,,0.1194
2005,5/17/2005,MK,OD,5D1,76,Sombrero Deep,763,Y,657,,,,0.0594
2005,5/17/2005,MK,OD,5D1,76,Sombrero Deep,764,Y,601,,,,0.0932
2005,5/25/2005,LK,OD,5D2,77,Looe Key Deep,771,Y,697,,,,0.089
2005,5/25/2005,LK,OD,5D2,77,Looe Key Deep,772,Y,657,,,,0.1476
2005,5/25/2005,LK,OD,5D2,77,Looe Key Deep,773,Y,667,,,,0.1589
2005,7/17/2005,LK,OD,5D3,78,Eastern Sambo Deep,782,Y,622,,,,0.1206
2005,7/17/2005,LK,OD,5D3,78,Eastern Sambo Deep,783,Y,632,,,,0.1234
2005,7/17/2005,LK,OD,5D3,78,Eastern Sambo Deep,784,Y,653,,,,0.0812
2005,7/17/2005,LK,OD,5D4,79,Western Sambo Deep,791,Y,687,,,,0.0611
2005,7/17/2005,LK,OD,5D4,79,Western Sambo Deep,792,Y,590,,,,0.0508
2005,7/19/2005,LK,OD,5D4,79,Western Sambo Deep,794,Y,692,,,,0.0289
2005,7/16/2005,LK,OD,5D5,80,Rock Key Deep,803,Y,722,,,,0.1108
2005,7/16/2005,LK,OD,5D5,80,Rock Key Deep,804,Y,635,,,,0.1291
2005,7/16/2005,LK,OD,2D1,81,Sand Key Deep,811,Y,659,,,,0.0774
2005,7/16/2005,LK,OD,2D1,81,Sand Key Deep,812,Y,682,,,,0.0894
2005,7/16/2005,LK,OD,2D1,81,Sand Key Deep,814,Y,673,,,,0.0981
2006,5/18/2006,MK,HB,7H2,14,Long Key,141,N,714,,,,0.0532
2006,5/18/2006,MK,HB,7H2,14,Long Key,142,N,699,,,,0.0343
2006,5/18/2006,MK,HB,7H2,14,Long Key,143,N,736,,,,0.0367
2006,5/18/2006,MK,HB,7H2,14,Long Key,144,N,724,,,,0.0539
2006,5/24/2006,MK,HB,5H1,15,Moser Channel,152,N,720,,,,0.0986
2006,5/24/2006,MK,HB,5H1,15,Moser Channel,154,N,744,,,,0.0847
2006,5/20/2006,LK,BCP,3H1,18,Content Keys,181,Y,696,,,,0
2006,5/20/2006,LK,BCP,3H1,18,Content Keys,183,Y,737,,,,0
2006,5/20/2006,LK,BCP,3H1,18,Content Keys,184,Y,666,,,,0
2006,6/20/2006,UK,P,9P1,30,Turtle,301,Y,677,,,,0.3486
2006,6/20/2006,UK,P,9P1,30,Turtle,302,Y,598,,,,0.3278
2006,6/21/2006,UK,P,9P3,32,Porter Patch,321,Y,727,,,,0.1348
2006,6/21/2006,UK,P,9P3,32,Porter Patch,322,Y,701,,,,0.117
2006,6/21/2006,UK,P,9P3,32,Porter Patch,323,Y,671,,,,0.1341
2006,6/17/2006,UK,P,9P4,33,Admiral,331,Y,448,,,,0.1719
2006,6/21/2006,UK,P,9P4,33,Admiral,332,Y,477,,,,0.1363
2006,6/21/2006,UK,P,9P4,33,Admiral,333,Y,516,,,,0.2771
2006,6/21/2006,UK,P,9P4,33,Admiral,334,Y,482,,,,0.3734
2006,5/22/2006,MK,P,7P1,34,West Turtle Shoal,341,Y,675,,,,0.3022
2006,5/22/2006,MK,P,7P1,34,West Turtle Shoal,342,Y,704,,,,0.3835
2006,5/22/2006,MK,P,7P1,34,West Turtle Shoal,343,Y,705,,,,0.3418
2006,5/22/2006,MK,P,7P1,34,West Turtle Shoal,344,Y,693,,,,0.2713
2006,5/17/2006,MK,P,7P2,35,Dustan Rocks,352,Y,698,,,,0.2521
2006,5/17/2006,MK,P,7P2,35,Dustan Rocks,353,Y,660,,,,0.2864
2006,5/17/2006,MK,P,7P2,35,Dustan Rocks,354,Y,706,,,,0.2578
2006,7/19/2006,LK,P,5P1,36,West Washer Women,361,Y,664,,,,0.1325
2006,7/19/2006,LK,P,5P1,36,West Washer Women,363,Y,639,,,,0.1549
2006,7/11/2006,LK,P,5P2,37,Western Head,372,Y,596,,,,0.005
2006,7/11/2006,LK,P,5P2,37,Western Head,373,Y,553,,,,0.0018
2006,7/11/2006,LK,P,5P2,37,Western Head,374,Y,604,,,,0
2006,7/11/2006,LK,P,5P3,38,Cliff Green,383,Y,671,,,,0.2489
2006,7/11/2006,LK,P,5P3,38,Cliff Green,384,Y,669,,,,0.2197
2006,7/15/2006,LK,BCP,2P1,39,Smith Shoal,392,Y,502,,,,0
2006,7/15/2006,LK,BCP,2P1,39,Smith Shoal,393,Y,618,,,,0
2006,7/15/2006,LK,BCP,2P1,39,Smith Shoal,394,Y,561,,,,0
2006,7/19/2006,LK,P,5P4,40,Jaap Reef,401,Y,662,,,,0.006
2006,7/19/2006,LK,P,5P4,40,Jaap Reef,402,Y,688,,,,0.0029
2006,7/19/2006,LK,P,5P4,40,Jaap Reef,404,Y,625,,,,0.0032
2006,6/15/2006,UK,OS,9S1,50,Carysfort Shallow,501,Y,628,,,,0.008
2006,6/15/2006,UK,OS,9S1,50,Carysfort Shallow,502,Y,596,,,,0.0185
2006,6/15/2006,UK,OS,9S1,50,Carysfort Shallow,503,Y,665,,,,0.191
2006,6/21/2006,UK,OS,9S2,51,Grecian Rocks,511,Y,631,,,,0.0681
2006,6/21/2006,UK,OS,9S2,51,Grecian Rocks,512,Y,679,,,,0.025
2006,6/21/2006,UK,OS,9S2,51,Grecian Rocks,513,Y,647,,,,0.1638
2006,6/21/2006,UK,OS,9S2,51,Grecian Rocks,514,Y,649,,,,0.4006
2006,6/19/2006,UK,OS,9S3,52,Molasses Shallow,521,Y,670,,,,0.2194
2006,6/19/2006,UK,OS,9S3,52,Molasses Shallow,522,Y,648,,,,0.2577
2006,6/19/2006,UK,OS,9S3,52,Molasses Shallow,523,Y,616,,,,0.1494
2006,6/14/2006,UK,OS,9S4,53,Conch Shallow,531,Y,672,,,,0.1696
2006,6/14/2006,UK,OS,9S4,53,Conch Shallow,533,Y,695,,,,0.1842
2006,6/14/2006,UK,OS,9S4,53,Conch Shallow,534,Y,682,,,,0.1305
2006,6/16/2006,MK,OS,7S1,54,Alligator Shallow,541,Y,693,,,,0.1573
2006,6/16/2006,MK,OS,7S1,54,Alligator Shallow,542,Y,695,,,,0.2633
2006,6/16/2006,MK,OS,7S1,54,Alligator Shallow,543,Y,684,,,,0.1126
2006,5/23/2006,MK,OS,7S2,55,Tennessee Shallow,552,Y,688,,,,0.1163
2006,5/23/2006,MK,OS,7S2,55,Tennessee Shallow,553,Y,647,,,,0.1097
2006,5/23/2006,MK,OS,7S2,55,Tennessee Shallow,554,Y,685,,,,0.2
2006,5/22/2006,MK,OS,5S1,56,Sombrero Shallow,561,Y,638,,,,0.1348
2006,5/22/2006,MK,OS,5S1,56,Sombrero Shallow,562,Y,655,,,,0.0809
2006,5/22/2006,MK,OS,5S1,56,Sombrero Shallow,563,Y,683,,,,0.1742
2006,5/22/2006,MK,OS,5S1,56,Sombrero Shallow,564,Y,580,,,,0.031
2006,5/19/2006,LK,OS,5S2,57,Looe Key Shallow,572,Y,663,,,,0.1373
2006,5/19/2006,LK,OS,5S2,57,Looe Key Shallow,573,Y,635,,,,0.0976
2006,5/19/2006,LK,OS,5S2,57,Looe Key Shallow,574,Y,513,,,,0.0721
2006,7/17/2006,LK,OS,5S3,58,Eastern Sambo Shallow,582,Y,605,,,,0.0083
2006,7/17/2006,LK,OS,5S3,58,Eastern Sambo Shallow,583,Y,621,,,,0.0161
2006,7/17/2006,LK,OS,5S3,58,Eastern Sambo Shallow,584,Y,583,,,,0.0497
2006,7/13/2006,LK,OS,5S4,59,Western Sambo Shallow,591,Y,676,,,,0.0488
2006,7/13/2006,LK,OS,5S4,59,Western Sambo Shallow,592,Y,700,,,,0.0286
2006,7/13/2006,LK,OS,5S4,59,Western Sambo Shallow,594,Y,636,,,,0.0267
2006,7/18/2006,LK,OS,5S5,60,Rock Key Shallow,601,Y,721,,,,0.0333
2006,7/18/2006,LK,OS,5S5,60,Rock Key Shallow,602,Y,724,,,,0.0608
2006,7/18/2006,LK,OS,5S5,60,Rock Key Shallow,603,Y,638,,,,0.0376
2006,7/18/2006,LK,OS,5S5,60,Rock Key Shallow,604,Y,662,,,,0.0332
2006,7/12/2006,LK,OS,2S1,61,Sand Key Shallow,612,Y,598,,,,0.0217
2006,7/12/2006,LK,OS,2S1,61,Sand Key Shallow,613,Y,636,,,,0.0629
2006,7/12/2006,LK,OS,2S1,61,Sand Key Shallow,614,Y,590,,,,0.0593
2006,6/15/2006,UK,OD,9D1,70,Carysfort Deep,701,Y,622,,,,0.1302
2006,6/15/2006,UK,OD,9D1,70,Carysfort Deep,702,Y,583,,,,0.0583
2006,6/19/2006,UK,OD,9D3,72,Molasses Deep,721,Y,675,,,,0.1852
2006,6/19/2006,UK,OD,9D3,72,Molasses Deep,722,Y,667,,,,0.1844
2006,6/14/2006,UK,OD,9D4,73,Conch Deep,733,Y,738,,,,0.1233
2006,6/14/2006,UK,OD,9D4,73,Conch Deep,734,Y,643,,,,0.1664
2006,6/16/2006,MK,OD,7D1,74,Alligator Deep,743,Y,720,,,,0.1125
2006,6/16/2006,MK,OD,7D1,74,Alligator Deep,744,Y,697,,,,0.1105
2006,5/18/2006,MK,OD,7D2,75,Tennessee Deep,752,Y,669,,,,0.0389
2006,5/18/2006,MK,OD,7D2,75,Tennessee Deep,753,Y,631,,,,0.1363
2006,5/17/2006,MK,OD,5D1,76,Sombrero Deep,763,Y,641,,,,0.039
2006,5/17/2006,MK,OD,5D1,76,Sombrero Deep,764,Y,605,,,,0.043
2006,5/19/2006,LK,OD,5D2,77,Looe Key Deep,771,Y,662,,,,0.0937
2006,5/19/2006,LK,OD,5D2,77,Looe Key Deep,772,Y,658,,,,0.0988
2006,5/19/2006,LK,OD,5D2,77,Looe Key Deep,773,Y,655,,,,0.0641
2006,7/17/2006,LK,OD,5D3,78,Eastern Sambo Deep,782,Y,686,,,,0.0948
2006,7/17/2006,LK,OD,5D3,78,Eastern Sambo Deep,783,Y,653,,,,0.1516
2006,7/17/2006,LK,OD,5D3,78,Eastern Sambo Deep,784,Y,690,,,,0.0783
2006,7/13/2006,LK,OD,5D4,79,Western Sambo Deep,791,Y,636,,,,0.0393
2006,7/13/2006,LK,OD,5D4,79,Western Sambo Deep,792,Y,588,,,,0.034
2006,7/13/2006,LK,OD,5D4,79,Western Sambo Deep,794,Y,696,,,,0.0273
2006,7/18/2006,LK,OD,5D5,80,Rock Key Deep,803,Y,684,,,,0.0702
2006,7/18/2006,LK,OD,5D5,80,Rock Key Deep,804,Y,651,,,,0.0753
2006,7/12/2006,LK,OD,2D1,81,Sand Key Deep,811,Y,625,,,,0.144
2006,7/12/2006,LK,OD,2D1,81,Sand Key Deep,812,Y,648,,,,0.0941
2006,7/12/2006,LK,OD,2D1,81,Sand Key Deep,814,Y,624,,,,0.1106
2007,5/17/2007,MK,HB,7H2,14,Long Key,141,N,1079,,,,0.063
2007,5/17/2007,MK,HB,7H2,14,Long Key,142,N,1027,,,,0.073
2007,5/17/2007,MK,HB,7H2,14,Long Key,143,N,1061,,,,0.0613
2007,5/17/2007,MK,HB,7H2,14,Long Key,144,N,1002,,,,0.0409
2007,5/21/2007,MK,HB,5H1,15,Moser Channel,152,N,1391,,,,0.1387
2007,5/21/2007,MK,HB,5H1,15,Moser Channel,154,N,1413,,,,0.1444
2007,5/19/2007,LK,BCP,3H1,18,Content Keys,181,Y,1147,,,,0
2007,5/19/2007,LK,BCP,3H1,18,Content Keys,183,Y,1219,,,,0
2007,5/19/2007,LK,BCP,3H1,18,Content Keys,184,Y,1054,,,,0.0009
2007,7/18/2007,UK,P,9P1,30,Turtle,301,Y,951,,,,0.327
2007,7/18/2007,UK,P,9P1,30,Turtle,302,Y,1006,,,,0.332
2007,7/18/2007,UK,P,9P3,32,Porter Patch,321,Y,1065,,,,0.0836
2007,7/18/2007,UK,P,9P3,32,Porter Patch,322,Y,1015,,,,0.1241
2007,7/18/2007,UK,P,9P3,32,Porter Patch,323,Y,1047,,,,0.1137
2007,7/14/2007,UK,P,9P4,33,Admiral,331,Y,1035,,,,0.2174
2007,7/14/2007,UK,P,9P4,33,Admiral,332,Y,876,,,,0.1655
2007,7/14/2007,UK,P,9P4,33,Admiral,333,Y,965,,,,0.2508
2007,7/14/2007,UK,P,9P4,33,Admiral,334,Y,1036,,,,0.3591
2007,9/14/2007,MK,P,7P1,34,West Turtle Shoal,341,Y,1059,,,,0.2823
2007,9/14/2007,MK,P,7P1,34,West Turtle Shoal,342,Y,1067,,,,0.3524
2007,9/14/2007,MK,P,7P1,34,West Turtle Shoal,343,Y,1021,,,,0.2507
2007,9/14/2007,MK,P,7P1,34,West Turtle Shoal,344,Y,1115,,,,0.3695
2007,9/11/2007,MK,P,7P2,35,Dustan Rocks,352,Y,1033,,,,0.2914
2007,9/11/2007,MK,P,7P2,35,Dustan Rocks,353,Y,1023,,,,0.3392
